RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
28.8400021,0.3091885,28.8400021,0.3651565,28.8400021,0.3145821
28.8500023,0.3014263,28.8500023,0.3894632,28.8500023,0.3008953
28.8600006,0.3172908,28.8600006,0.3951139,28.8600006,0.302321
28.8700008,0.3224189,28.8700008,0.4026061,28.8700008,0.2966438
28.8800011,0.3172387,28.8800011,0.4016138,28.8800011,0.2859564
28.8900013,0.3141819,28.8900013,0.3848317,28.8900013,0.3140288
28.9000015,0.3045944,28.9000015,0.3979521,28.9000015,0.3319044
28.9100018,0.3177602,28.9100018,0.4099503,28.9100018,0.3365451
28.920002,0.3100748,28.920002,0.4110488,28.920002,0.3222827
28.9300022,0.3170635,28.9300022,0.4032811,28.9300022,0.3201344
28.9400005,0.3096094,28.9400005,0.3856742,28.9400005,0.3209551
28.9500008,0.3117988,28.9500008,0.3999429,28.9500008,0.3168786
28.960001,0.3136352,28.960001,0.3713297,28.960001,0.311134
28.9700012,0.3156013,28.9700012,0.3730756,28.9700012,0.3252369
28.9800014,0.3046308,28.9800014,0.3872942,28.9800014,0.3148831
28.9900017,0.3054451,28.9900017,0.3709741,28.9900017,0.3416589
29.0000019,0.3056656,29.0000019,0.3557606,29.0000019,0.3415656
29.0100021,0.2949592,29.0100021,0.3625911,29.0100021,0.3287781
29.0200005,0.2958993,29.0200005,0.3866906,29.0200005,0.3338083
29.0300007,0.2908451,29.0300007,0.3935959,29.0300007,0.3365851
29.0400009,0.3107788,29.0400009,0.3690671,29.0400009,0.3558723
29.0500011,0.302154,29.0500011,0.405537,29.0500011,0.331607
29.0600014,0.3011178,29.0600014,0.4136148,29.0600014,0.3005855
29.0700016,0.3007468,29.0700016,0.422897,29.0700016,0.3150127
29.0800018,0.2945618,29.0800018,0.3778909,29.0800018,0.3287247
29.0900021,0.2903915,29.0900021,0.4140683,29.0900021,0.3127785
29.1000023,0.2953679,29.1000023,0.417903,29.1000023,0.3155948
29.1100006,0.3139826,29.1100006,0.3945264,29.1100006,0.3254201
29.1200008,0.3046506,29.1200008,0.3822783,29.1200008,0.3369384
29.1300011,0.3150428,29.1300011,0.3913932,29.1300011,0.3114272
29.1400013,0.315031,29.1400013,0.387694,29.1400013,0.3131253
29.1500015,0.3060164,29.1500015,0.3794917,29.1500015,0.3228024
29.1600018,0.2995961,29.1600018,0.3795348,29.1600018,0.3092312
29.170002,0.3098529,29.170002,0.3811137,29.170002,0.2857646
29.1800022,0.2949863,29.1800022,0.3949434,29.1800022,0.2902903
29.1900005,0.309345,29.1900005,0.393435,29.1900005,0.3071915
29.2000008,0.3103575,29.2000008,0.3877555,29.2000008,0.3076942
29.210001,0.299164,29.210001,0.3750769,29.210001,0.3006166
29.2200012,0.3064042,29.2200012,0.3855256,29.2200012,0.2902907
29.2300014,0.296014,29.2300014,0.3887074,29.2300014,0.2905374
29.2400017,0.300787,29.2400017,0.3726537,29.2400017,0.2809722
29.2500019,0.3102423,29.2500019,0.3794642,29.2500019,0.2906706
29.2600021,0.302379,29.2600021,0.3738295,29.2600021,0.2728813
29.2700005,0.2924509,29.2700005,0.3715082,29.2700005,0.2851987
29.2800007,0.2814645,29.2800007,0.3607576,29.2800007,0.2730995
29.2900009,0.2822565,29.2900009,0.3797206,29.2900009,0.2645479
29.3000011,0.2952448,29.3000011,0.3978843,29.3000011,0.2754255
29.3100014,0.2752421,29.3100014,0.4276493,29.3100014,0.26846
29.3200016,0.2848337,29.3200016,0.441548,29.3200016,0.2598596
29.3300018,0.2898934,29.3300018,0.4432743,29.3300018,0.2632791
29.3400021,0.2771956,29.3400021,0.4331487,29.3400021,0.2845139
29.3500023,0.2726154,29.3500023,0.418422,29.3500023,0.2922411
29.3600006,0.2696121,29.3600006,0.4045346,29.3600006,0.2900518
29.3700008,0.2795365,29.3700008,0.3825651,29.3700008,0.2982799
29.3800011,0.284398,29.3800011,0.3764215,29.3800011,0.2847538
29.3900013,0.2837718,29.3900013,0.3543594,29.3900013,0.2901864
29.4000015,0.2759788,29.4000015,0.3528655,29.4000015,0.2768109
29.4100018,0.2773349,29.4100018,0.343565,29.4100018,0.2757768
29.420002,0.2790876,29.420002,0.3737967,29.420002,0.2739368
29.4300022,0.2804663,29.4300022,0.3811843,29.4300022,0.2804436
29.4400005,0.2808436,29.4400005,0.3707223,29.4400005,0.2775928
29.4500008,0.2768807,29.4500008,0.3779092,29.4500008,0.2909855
29.460001,0.2729329,29.460001,0.3786196,29.460001,0.3001805
29.4700012,0.2848177,29.4700012,0.3928653,29.4700012,0.2927209
29.4800014,0.2839912,29.4800014,0.3860665,29.4800014,0.2842014
29.4900017,0.2838191,29.4900017,0.3862699,29.4900017,0.2977126
29.5000019,0.2853949,29.5000019,0.3996843,29.5000019,0.3135403
29.5100021,0.2757705,29.5100021,0.3960837,29.5100021,0.3246677
29.5200005,0.2817152,29.5200005,0.4122823,29.5200005,0.3271095
29.5300007,0.2874155,29.5300007,0.4132683,29.5300007,0.3239651
29.5400009,0.2755106,29.5400009,0.4147489,29.5400009,0.3221008
29.5500011,0.2790844,29.5500011,0.423142,29.5500011,0.3394691
29.5600014,0.2821539,29.5600014,0.4303428,29.5600014,0.3339614
29.5700016,0.2811008,29.5700016,0.4254943,29.5700016,0.3428857
29.5800018,0.2883032,29.5800018,0.4121204,29.5800018,0.3274372
29.5900021,0.2810115,29.5900021,0.4219303,29.5900021,0.3300938
29.6000023,0.2886693,29.6000023,0.4172141,29.6000023,0.3158035
29.6100006,0.2932748,29.6100006,0.3853734,29.6100006,0.3088687
29.6200008,0.2914899,29.6200008,0.3836332,29.6200008,0.3084156
29.6300011,0.2892699,29.6300011,0.4014853,29.6300011,0.3178916
29.6400013,0.2922059,29.6400013,0.3955798,29.6400013,0.3080481
29.6500015,0.2749886,29.6500015,0.3828861,29.6500015,0.3220493
29.6600018,0.2741023,29.6600018,0.382526,29.6600018,0.3171364
29.670002,0.2879238,29.670002,0.3860348,29.670002,0.3262118
29.6800022,0.2859963,29.6800022,0.4017644,29.6800022,0.3174432
29.6900005,0.3064985,29.6900005,0.3773107,29.6900005,0.3058189
29.7000008,0.2750054,29.7000008,0.3867355,29.7000008,0.2791269
29.710001,0.2768389,29.710001,0.3951409,29.710001,0.2736476
29.7200012,0.2753046,29.7200012,0.3705871,29.7200012,0.2818953
29.7300014,0.2736906,29.7300014,0.3629205,29.7300014,0.2727744
29.7400017,0.2901824,29.7400017,0.37709,29.7400017,0.2555506
29.7500019,0.2914751,29.7500019,0.3677086,29.7500019,0.2623166
29.7600021,0.2964059,29.7600021,0.3977743,29.7600021,0.2883658
29.7700024,0.2855055,29.7700024,0.3900322,29.7700024,0.2805176
29.7800007,0.2741895,29.7800007,0.3812267,29.7800007,0.288486
29.7900009,0.2976025,29.7900009,0.4048522,29.7900009,0.2817281
29.8000011,0.3094745,29.8000011,0.4173446,29.8000011,0.2817236
29.8100014,0.2919118,29.8100014,0.4190456,29.8100014,0.2766784
29.8200016,0.2973362,29.8200016,0.3995427,29.8200016,0.2850235
29.8300018,0.2936512,29.8300018,0.3866593,29.8300018,0.2979617
29.8400021,0.2902424,29.8400021,0.3609868,29.8400021,0.282679
29.8500023,0.2924668,29.8500023,0.3587464,29.8500023,0.2736745
29.8600006,0.2819582,29.8600006,0.3612705,29.8600006,0.2945028
29.8700008,0.2830958,29.8700008,0.3686139,29.8700008,0.2934797
29.8800011,0.2814759,29.8800011,0.3649366,29.8800011,0.3124028
29.8900013,0.2763246,29.8900013,0.3716055,29.8900013,0.2961157
29.9000015,0.2875993,29.9000015,0.373165,29.9000015,0.27465
29.9100018,0.2771125,29.9100018,0.3773727,29.9100018,0.277499
29.920002,0.2855689,29.920002,0.3789145,29.920002,0.2676762
29.9300022,0.2869171,29.9300022,0.3807705,29.9300022,0.2777314
29.9400005,0.3124185,29.9400005,0.3818311,29.9400005,0.2812044
29.9500008,0.3033828,29.9500008,0.3847196,29.9500008,0.2886862
29.960001,0.3187025,29.960001,0.386059,29.960001,0.291615
29.9700012,0.2999307,29.9700012,0.3905768,29.9700012,0.3077148
29.9800014,0.2983709,29.9800014,0.3865224,29.9800014,0.2948693
29.9900017,0.2988047,29.9900017,0.381438,29.9900017,0.2989576
30.0000019,0.3025075,30.0000019,0.3891084,30.0000019,0.3034683
30.0100021,0.3017306,30.0100021,0.3784156,30.0100021,0.3094288
30.0200024,0.293157,30.0200024,0.3635872,30.0200024,0.3178813
30.0300007,0.2864837,30.0300007,0.3592201,30.0300007,0.3055885
30.0400009,0.2830688,30.0400009,0.351151,30.0400009,0.3151793
30.0500011,0.287439,30.0500011,0.3508323,30.0500011,0.2977752
30.0600014,0.2743472,30.0600014,0.3582965,30.0600014,0.3198937
30.0700016,0.2678101,30.0700016,0.3769931,30.0700016,0.3365585
30.0800018,0.282001,30.0800018,0.3877544,30.0800018,0.3321492
30.0900021,0.29308,30.0900021,0.3781279,30.0900021,0.337746
30.1000023,0.2902119,30.1000023,0.3409373,30.1000023,0.3283322
30.1100006,0.2866956,30.1100006,0.3472514,30.1100006,0.3260711
30.1200008,0.2912726,30.1200008,0.3396458,30.1200008,0.3059389
30.1300011,0.2878941,30.1300011,0.3333198,30.1300011,0.3185005
30.1400013,0.2995494,30.1400013,0.3283178,30.1400013,0.2986206
30.1500015,0.3015423,30.1500015,0.3157326,30.1500015,0.3112774
30.1600018,0.3027395,30.1600018,0.3256099,30.1600018,0.3095894
30.170002,0.3097554,30.170002,0.3281128,30.170002,0.3124805
30.1800022,0.3229569,30.1800022,0.3363564,30.1800022,0.3069763
30.1900005,0.3057934,30.1900005,0.3464393,30.1900005,0.3245386
30.2000008,0.3217504,30.2000008,0.3580447,30.2000008,0.3292352
30.210001,0.3260509,30.210001,0.3486866,30.210001,0.3076461
30.2200012,0.3121628,30.2200012,0.3521993,30.2200012,0.3020838
30.2300014,0.3146302,30.2300014,0.3405039,30.2300014,0.306157
30.2400017,0.301518,30.2400017,0.3543664,30.2400017,0.3104473
30.2500019,0.3066286,30.2500019,0.3657308,30.2500019,0.3051294
30.2600021,0.2980087,30.2600021,0.3829247,30.2600021,0.2982651
30.2700024,0.3068478,30.2700024,0.367508,30.2700024,0.2906928
30.2800007,0.3305773,30.2800007,0.3820364,30.2800007,0.2959863
30.2900009,0.310817,30.2900009,0.3799536,30.2900009,0.3134152
30.3000011,0.3132516,30.3000011,0.3757343,30.3000011,0.3277203
30.3100014,0.2962011,30.3100014,0.3460808,30.3100014,0.330079
30.3200016,0.3124089,30.3200016,0.3528003,30.3200016,0.319902
30.3300018,0.3019779,30.3300018,0.3639043,30.3300018,0.3318944
30.3400021,0.2960004,30.3400021,0.356986,30.3400021,0.3136415
30.3500023,0.2815045,30.3500023,0.3563564,30.3500023,0.3372332
30.3600006,0.2863083,30.3600006,0.3609879,30.3600006,0.3402807
30.3700008,0.2849892,30.3700008,0.362345,30.3700008,0.331136
30.3800011,0.2869464,30.3800011,0.3933302,30.3800011,0.3202518
30.3900013,0.3067146,30.3900013,0.3810171,30.3900013,0.3097477
30.4000015,0.3240705,30.4000015,0.3639971,30.4000015,0.3201477
30.4100018,0.3146233,30.4100018,0.3270203,30.4100018,0.3285182
30.420002,0.3216229,30.420002,0.3178066,30.420002,0.3313684
30.4300022,0.321052,30.4300022,0.319368,30.4300022,0.3005137
30.4400005,0.315163,30.4400005,0.3189477,30.4400005,0.3120255
30.4500008,0.3196809,30.4500008,0.3390316,30.4500008,0.3318787
30.460001,0.3230325,30.460001,0.3363403,30.460001,0.3183725
30.4700012,0.3003617,30.4700012,0.3110024,30.4700012,0.3181087
30.4800014,0.3103404,30.4800014,0.2960164,30.4800014,0.3253695
30.4900017,0.3038805,30.4900017,0.3162597,30.4900017,0.3455069
30.5000019,0.3032333,30.5000019,0.3079018,30.5000019,0.3359584
30.5100021,0.3031392,30.5100021,0.3108802,30.5100021,0.3522115
30.5200024,0.3124137,30.5200024,0.3140537,30.5200024,0.3306201
30.5300007,0.2927894,30.5300007,0.3143426,30.5300007,0.3369678
30.5400009,0.295102,30.5400009,0.3263893,30.5400009,0.3305371
30.5500011,0.2898602,30.5500011,0.332963,30.5500011,0.3438003
30.5600014,0.287445,30.5600014,0.3420875,30.5600014,0.3539441
30.5700016,0.2857119,30.5700016,0.3232115,30.5700016,0.3664534
30.5800018,0.2878269,30.5800018,0.318087,30.5800018,0.3493957
30.5900021,0.2878362,30.5900021,0.3179484,30.5900021,0.3490291
30.6000023,0.2940364,30.6000023,0.317267,30.6000023,0.3295657
30.6100006,0.2867422,30.6100006,0.3220751,30.6100006,0.327246
30.6200008,0.2776085,30.6200008,0.3284012,30.6200008,0.3112523
30.6300011,0.2869597,30.6300011,0.336645,30.6300011,0.3216537
30.6400013,0.2901762,30.6400013,0.3584458,30.6400013,0.3403174
30.6500015,0.3072235,30.6500015,0.3541113,30.6500015,0.3582048
30.6600018,0.2871951,30.6600018,0.3693357,30.6600018,0.3560559
30.670002,0.2784127,30.670002,0.3617488,30.670002,0.3434198
30.6800022,0.2819338,30.6800022,0.3496723,30.6800022,0.3657433
30.6900005,0.2754208,30.6900005,0.353421,30.6900005,0.3593042
30.7000008,0.2738372,30.7000008,0.3399467,30.7000008,0.385032
30.710001,0.2823873,30.710001,0.3566634,30.710001,0.3674927
30.7200012,0.2794935,30.7200012,0.3496398,30.7200012,0.3366829
30.7300014,0.2815714,30.7300014,0.3410394,30.7300014,0.3238908
30.7400017,0.2868654,30.7400017,0.3320779,30.7400017,0.344359
30.7500019,0.2842743,30.7500019,0.345404,30.7500019,0.3587943
30.7600021,0.2815561,30.7600021,0.3392371,30.7600021,0.3335388
30.7700024,0.2752021,30.7700024,0.3712395,30.7700024,0.3564409
30.7800007,0.2948003,30.7800007,0.3606283,30.7800007,0.3456019
30.7900009,0.2961364,30.7900009,0.3688684,30.7900009,0.3568143
30.8000011,0.300638,30.8000011,0.3741722,30.8000011,0.3230088
30.8100014,0.2840683,30.8100014,0.3704887,30.8100014,0.3402132
30.8200016,0.2885585,30.8200016,0.3608426,30.8200016,0.3325822
30.8300018,0.2961906,30.8300018,0.3480964,30.8300018,0.3336267
30.8400021,0.2896852,30.8400021,0.3406291,30.8400021,0.3208855
30.8500023,0.292477,30.8500023,0.3460525,30.8500023,0.3376417
30.8600006,0.2954091,30.8600006,0.3369174,30.8600006,0.3389998
30.8700008,0.2892821,30.8700008,0.3502743,30.8700008,0.3284068
30.8800011,0.294885,30.8800011,0.3666176,30.8800011,0.3305811
30.8900013,0.2875081,30.8900013,0.3617589,30.8900013,0.3205384
30.9000015,0.2880869,30.9000015,0.3597074,30.9000015,0.3234708
30.9100018,0.2886536,30.9100018,0.3600538,30.9100018,0.3337843
30.920002,0.2813457,30.920002,0.3662583,30.920002,0.3226091
30.9300022,0.2785694,30.9300022,0.3822116,30.9300022,0.3191376
30.9400005,0.2910252,30.9400005,0.3831617,30.9400005,0.3398875
30.9500008,0.285399,30.9500008,0.3814486,30.9500008,0.3259542
30.960001,0.2884624,30.960001,0.3809319,30.960001,0.3351318
30.9700012,0.2999083,30.9700012,0.3674234,30.9700012,0.3328633
30.9800014,0.2942284,30.9800014,0.3738743,30.9800014,0.3327198
30.9900017,0.280289,30.9900017,0.3624166,30.9900017,0.31947
31.0000019,0.2970736,31.0000019,0.3672387,31.0000019,0.3050614
31.0100021,0.279771,31.0100021,0.3506521,31.0100021,0.302088
31.0200024,0.281724,31.0200024,0.3548148,31.0200024,0.3038066
31.0300007,0.2970609,31.0300007,0.355185,31.0300007,0.3018945
31.0400009,0.283632,31.0400009,0.3577243,31.0400009,0.3282674
31.0500011,0.2894727,31.0500011,0.3744572,31.0500011,0.3084039
31.0600014,0.2847973,31.0600014,0.3682815,31.0600014,0.3068022
31.0700016,0.2998326,31.0700016,0.358914,31.0700016,0.3311781
31.0800018,0.2939439,31.0800018,0.3477729,31.0800018,0.3178475
31.0900021,0.2821282,31.0900021,0.3509655,31.0900021,0.3351131
31.1000023,0.287356,31.1000023,0.3477357,31.1000023,0.3168155
31.1100006,0.2871084,31.1100006,0.3723636,31.1100006,0.3096594
31.1200008,0.2899748,31.1200008,0.3468167,31.1200008,0.2974069
31.1300011,0.2913128,31.1300011,0.3386113,31.1300011,0.3086161
31.1400013,0.2825002,31.1400013,0.3553003,31.1400013,0.3001271
31.1500015,0.29603,31.1500015,0.3396888,31.1500015,0.3235738
31.1600018,0.2797182,31.1600018,0.3424079,31.1600018,0.3030506
31.170002,0.2871678,31.170002,0.3370847,31.170002,0.3063409
31.1800022,0.293239,31.1800022,0.35697,31.1800022,0.3091544
31.1900005,0.2844892,31.1900005,0.3601809,31.1900005,0.3228166
31.2000008,0.2962576,31.2000008,0.3488981,31.2000008,0.3218472
31.210001,0.307861,31.210001,0.3287652,31.210001,0.293683
31.2200012,0.3130456,31.2200012,0.3340362,31.2200012,0.2940621
31.2300014,0.293879,31.2300014,0.3136157,31.2300014,0.279494
31.2400017,0.2933858,31.2400017,0.3225365,31.2400017,0.2914826
31.2500019,0.2878981,31.2500019,0.3132422,31.2500019,0.3029995
31.2600021,0.2976587,31.2600021,0.3253753,31.2600021,0.2889896
31.2700024,0.2883021,31.2700024,0.3048994,31.2700024,0.2806048
31.2800007,0.2744415,31.2800007,0.3062355,31.2800007,0.2767816
31.2900009,0.2900977,31.2900009,0.3033471,31.2900009,0.2879828
31.3000011,0.3006479,31.3000011,0.3236274,31.3000011,0.2860406
31.3100014,0.2999055,31.3100014,0.3455255,31.3100014,0.285877
31.3200016,0.3043395,31.3200016,0.33487,31.3200016,0.2865657
31.3300018,0.3264832,31.3300018,0.3465067,31.3300018,0.3001701
31.3400021,0.3204901,31.3400021,0.3330759,31.3400021,0.3316858
31.3500023,0.3178164,31.3500023,0.3481641,31.3500023,0.3089545
31.3600006,0.3174736,31.3600006,0.3530352,31.3600006,0.318636
31.3700008,0.3115247,31.3700008,0.3468871,31.3700008,0.3366768
31.3800011,0.3264263,31.3800011,0.3406523,31.3800011,0.3207847
31.3900013,0.3174539,31.3900013,0.3434549,31.3900013,0.3085902
31.4000015,0.2958623,31.4000015,0.3300382,31.4000015,0.3025745
31.4100018,0.2957523,31.4100018,0.3403599,31.4100018,0.2960826
31.420002,0.3050115,31.420002,0.329274,31.420002,0.290515
31.4300022,0.2842698,31.4300022,0.333517,31.4300022,0.2799709
31.4400024,0.2867425,31.4400024,0.3301219,31.4400024,0.2608015
31.4500008,0.3117568,31.4500008,0.3322057,31.4500008,0.2693676
31.460001,0.3181438,31.460001,0.3299429,31.460001,0.2630682
31.4700012,0.3268065,31.4700012,0.3062805,31.4700012,0.2593628
31.4800014,0.3163558,31.4800014,0.2935852,31.4800014,0.2662134
31.4900017,0.3262718,31.4900017,0.3035386,31.4900017,0.2870154
31.5000019,0.3078234,31.5000019,0.29229,31.5000019,0.2960839
31.5100021,0.3025195,31.5100021,0.2994821,31.5100021,0.2724724
31.5200024,0.3062904,31.5200024,0.3074078,31.5200024,0.27232
31.5300007,0.2899816,31.5300007,0.3308305,31.5300007,0.2756059
31.5400009,0.2847642,31.5400009,0.3326369,31.5400009,0.2698081
31.5500011,0.2735692,31.5500011,0.324828,31.5500011,0.2784592
31.5600014,0.2698859,31.5600014,0.3107173,31.5600014,0.2796605
31.5700016,0.2691123,31.5700016,0.3201325,31.5700016,0.2707807
31.5800018,0.2880842,31.5800018,0.3110185,31.5800018,0.2755312
31.5900021,0.2818421,31.5900021,0.3103946,31.5900021,0.2754107
31.6000023,0.2802404,31.6000023,0.3058992,31.6000023,0.2661627
31.6100006,0.292888,31.6100006,0.2985722,31.6100006,0.2690406
31.6200008,0.3111609,31.6200008,0.310622,31.6200008,0.2703514
31.6300011,0.2955787,31.6300011,0.3187996,31.6300011,0.2744418
31.6400013,0.3011335,31.6400013,0.3201146,31.6400013,0.2708284
31.6500015,0.2925478,31.6500015,0.3190259,31.6500015,0.2703977
31.6600018,0.2883139,31.6600018,0.3276582,31.6600018,0.2812682
31.670002,0.3049152,31.670002,0.3223881,31.670002,0.2717815
31.6800022,0.2949116,31.6800022,0.3240064,31.6800022,0.2807916
31.6900024,0.2898175,31.6900024,0.3201142,31.6900024,0.2740858
31.7000008,0.2958434,31.7000008,0.3291889,31.7000008,0.274391
31.710001,0.3050011,31.710001,0.3345721,31.710001,0.2772185
31.7200012,0.3105509,31.7200012,0.3377754,31.7200012,0.2777809
31.7300014,0.3031705,31.7300014,0.3263095,31.7300014,0.2662812
31.7400017,0.2964425,31.7400017,0.3270526,31.7400017,0.2609017
31.7500019,0.2807811,31.7500019,0.3425287,31.7500019,0.2497395
31.7600021,0.2738023,31.7600021,0.3227701,31.7600021,0.2429833
31.7700024,0.2828097,31.7700024,0.325243,31.7700024,0.2429143
31.7800007,0.2933595,31.7800007,0.326519,31.7800007,0.2410445
31.7900009,0.2782049,31.7900009,0.3365069,31.7900009,0.2541797
31.8000011,0.2810813,31.8000011,0.341252,31.8000011,0.2475381
31.8100014,0.293696,31.8100014,0.3232058,31.8100014,0.2680745
31.8200016,0.2906323,31.8200016,0.3227136,31.8200016,0.2648296
31.8300018,0.3066303,31.8300018,0.3111559,31.8300018,0.2738869
31.8400021,0.3016619,31.8400021,0.3187818,31.8400021,0.2766256
31.8500023,0.2882429,31.8500023,0.315477,31.8500023,0.2902423
31.8600006,0.3001378,31.8600006,0.3215088,31.8600006,0.2897126
31.8700008,0.3078794,31.8700008,0.317856,31.8700008,0.3005819
31.8800011,0.2920637,31.8800011,0.308526,31.8800011,0.3150508
31.8900013,0.3092283,31.8900013,0.2974904,31.8900013,0.3222911
31.9000015,0.3133661,31.9000015,0.2920428,31.9000015,0.3111821
31.9100018,0.3090831,31.9100018,0.2866915,31.9100018,0.3020926
31.920002,0.2941644,31.920002,0.2877946,31.920002,0.3014838
31.9300022,0.3140005,31.9300022,0.2982608,31.9300022,0.290472
31.9400024,0.310334,31.9400024,0.2918572,31.9400024,0.29042
31.9500008,0.3053044,31.9500008,0.2933533,31.9500008,0.2818111
31.960001,0.3004824,31.960001,0.3094821,31.960001,0.2803942
31.9700012,0.3071396,31.9700012,0.3165418,31.9700012,0.2758911
31.9800014,0.313419,31.9800014,0.3038111,31.9800014,0.2691777
31.9900017,0.3190984,31.9900017,0.3181944,31.9900017,0.2733005
32,0.3069065,32,0.3386184,32,0.2762706
32.0100021,0.3051271,32.0100021,0.3506007,32.0100021,0.2576846
32.0200005,0.302594,32.0200005,0.3554248,32.0200005,0.2622096
32.0300026,0.3007112,32.0300026,0.35403,32.0300026,0.2661941
